cycle_index,IR,Capacity,cycle_type,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,EoL,RUL_cycles,cell_id
35,,,charge,24.739505018778118,0.0019657974045727378,,,False,179,B0005
36,,1.8030683142834096,discharge,32.07782868198563,2.012656060279654,,0.9824115868295804,False,178,B0005
37,,,charge,24.680444238463714,0.0019986825948300683,,,False,177,B0005
38,,1.8027776247196041,discharge,32.007022986777606,2.0125922322246814,,0.9822532030382449,False,176,B0005
39,,,charge,25.086234361660914,0.0021741618080210034,,,False,175,B0005
41,,1.8470259949329193,discharge,32.485781443595684,2.0125792616478226,,1.0063621684343576,False,174,B0005
43,,,charge,25.546375494061152,0.00247532648842719,,,False,173,B0005
45,,1.847417311283644,discharge,32.74286495066836,2.0122388709959376,,1.0065753792783518,False,172,B0005
47,,,charge,25.280722539651734,0.002022371215426166,,,False,171,B0005
49,,1.8361774213478947,discharge,32.426679019038815,2.0119827867703113,,1.000451264057594,False,170,B0005
51,,,charge,24.89984077146724,0.0019392860643651518,,,False,169,B0005
53,,1.8257807475776242,discharge,32.09069732547574,2.0121677382378524,,0.9947865797550137,False,168,B0005
55,,,charge,24.55567823783928,0.0019319290159757376,,,False,167,B0005
57,,1.8251136435078368,discharge,31.992243444787356,2.0122914346716048,,0.9944231044709169,False,166,B0005
59,,,charge,24.69167511178052,0.002114991578910618,,,False,165,B0005
61,,1.8255815042203762,discharge,31.901775286894065,2.012253046337497,,0.9946780209271487,False,164,B0005
63,,,charge,24.58466446603428,0.0020459390241418817,,,False,163,B0005
65,,1.8140311275083907,discharge,31.772029722426232,2.012441080903894,,0.9883847352960877,False,162,B0005
67,,,charge,24.340017951336257,0.0021528587498204762,,,False,161,B0005
69,,1.8147691941158939,discharge,31.694828916900097,2.0119996608223625,,0.9887868749051747,False,160,B0005
71,,,charge,24.25974912234311,0.0021437225050696235,,,False,159,B0005
73,,1.813969388710352,discharge,31.676696090716447,2.012407539828497,,0.9883510965758742,False,158,B0005
75,,,charge,24.396014025630624,0.0024542436372995964,,,False,157,B0005
77,,1.802765665167823,discharge,31.634064263207815,2.0123253951483693,,0.98224668681135,False,156,B0005
79,,,charge,24.26572384577642,0.0022541468098302812,,,False,155,B0005
81,,1.804077040117352,discharge,31.626820932211054,2.012536385087614,,0.9829611965916448,False,154,B0005
83,,,charge,24.810233063138696,0.0012002862045719966,,,False,153,B0005
84,,,charge,23.891244589597758,0.0017612311503353796,,,False,152,B0005
85,,1.8518025516704486,discharge,31.98939290976329,2.0126058656641823,,1.0089647013760794,False,151,B0005
87,,,charge,24.241564301154295,0.001901686725288873,,,False,150,B0005
89,,1.8307038456739428,discharge,32.08966774146046,2.012600106432361,,0.9974689565538342,False,149,B0005
91,,,charge,24.111126159565885,0.0014729989872816606,,,False,148,B0005
93,,1.8199041089501267,discharge,31.903851310408573,2.012388778548293,,0.9915846612067649,False,147,B0005
95,,,charge,23.67465965209545,0.0016749958889303426,,,False,146,B0005
97,,1.8093079637028517,discharge,31.51529665601363,2.0121565465997886,,0.9858112937840285,False,145,B0005
99,,,charge,23.608264344770912,0.0014380220886541077,,,False,144,B0005
101,,1.80460990458052,discharge,31.367859203020334,2.012190000848504,,0.983251530695283,False,143,B0005
103,,,charge,23.942791773348603,0.0017485184481768582,,,False,142,B0005
105,,1.7993770651972192,discharge,32.01223617203484,2.0125008793113057,,0.9804003896700381,False,141,B0005
107,,,charge,23.832017156419504,0.001588079416430045,,,False,140,B0005
109,,1.7884432335370462,discharge,31.689798480370868,2.0122547201966743,,0.9744430319668902,False,139,B0005
111,,,charge,23.61223574271564,0.001597359165715188,,,False,138,B0005
113,,1.7829230484252723,discharge,31.52490092416989,2.011995990822272,,0.9714353290571942,False,137,B0005
115,,,charge,23.346676596846155,0.0017009668603661697,,,False,136,B0005
117,,1.7730337158018288,discharge,31.355750009372535,2.0122481297627695,,0.9660470723403966,False,135,B0005
119,,,charge,23.415109599958882,0.001734333904520839,,,False,134,B0005
121,,1.773037755078937,discharge,31.613323378411124,2.0126424993197327,,0.9660492731625184,False,133,B0005
123,,,charge,24.02065335415822,0.0020458211917162563,,,False,132,B0005
125,,1.7678721106662054,discharge,32.11442619740716,2.0125058777343674,,0.9632347436827934,False,131,B0005
127,,,charge,24.287019211393545,0.001741666891771143,,,False,130,B0005
129,,1.7623150704093087,discharge,32.34478435316858,2.0124618513856327,,0.9602069600466401,False,129,B0005
131,,,charge,24.08317124109241,0.001625293421670505,,,False,128,B0005
133,,1.7676172924938447,discharge,31.803217092005276,2.012437191995999,,0.9630959046143682,False,127,B0005
134,,,charge,23.855554669378336,0.0018349026527482598,,,False,126,B0005
135,,1.762668359743147,discharge,31.711720273283145,2.012289117177026,,0.9603994516634671,False,125,B0005
137,,,charge,23.45184079270136,0.001622690404437391,,,False,124,B0005
139,,1.7517304870664143,discharge,31.473085236726977,2.0121091865298273,,0.9544398921904477,False,123,B0005
141,,,charge,23.32434634809892,0.002072258490565043,,,False,122,B0005
143,,1.7418496047960008,discharge,31.308929454567107,2.012451536980712,,0.9490562396945016,False,121,B0005
145,,,charge,23.27923843159181,0.001830864477709585,,,False,120,B0005
147,,1.7360913511847138,discharge,31.380983052311333,2.012301993673762,,0.9459188238668158,False,119,B0005
148,,,charge,24.035267310738014,0.0016018236491822193,,,False,118,B0005
149,,1.7936240148573608,discharge,34.21667129326289,2.012234024424407,,0.9772658088731163,False,117,B0005
151,,,charge,25.900797340434895,0.0016224293620965885,,,False,116,B0005
153,,1.7831890223273275,discharge,33.403291430712386,2.0122406987879424,,0.9715802463856744,False,115,B0005
155,,,charge,25.013282016834093,0.001781224869035242,,,False,114,B0005
157,,1.7673642076278957,discharge,32.62341850640662,2.0120661173400625,,0.9629580099473776,False,113,B0005
159,,,charge,24.51140607421025,0.0017892770286073727,,,False,112,B0005
161,,1.7570177850353066,discharge,32.22206355448961,2.012076056844238,,0.9573207052725214,False,111,B0005
163,,,charge,24.129968082330485,0.0017947322643078099,,,False,110,B0005
165,,1.7468706179837907,discharge,31.936729816967137,2.012184380368666,,0.9517919660639539,False,109,B0005
167,,,charge,24.064705930133126,0.0017630056383186536,,,False,108,B0005
169,,1.7417172507457144,discharge,32.05828926901574,2.0122649494890745,,0.9489841258696758,False,107,B0005
171,,,charge,24.35886556292361,0.0017558178304515782,,,False,106,B0005
173,,1.7364225056478186,discharge,32.45185157934461,2.0121708190660295,,0.9460992551788228,False,105,B0005
175,,,charge,24.18650557068591,0.0016886998289302936,,,False,104,B0005
177,,1.7263217239235826,discharge,32.09926559692748,2.012277861950485,,0.9405957892683425,False,103,B0005
179,,,charge,24.061501291254046,0.0018641404884723847,,,False,102,B0005
181,,1.7158065389330133,discharge,32.03610804765776,2.012328867395527,,0.9348665334822148,False,101,B0005
183,,,charge,23.924146920748438,0.0020328876705236697,,,False,100,B0005
185,,1.710533351135192,discharge,31.900810409088134,2.012312150473235,,0.931993408403664,False,99,B0005
187,,,charge,23.976451773486556,0.0019846188090644175,,,False,98,B0005
189,,1.706014499648521,discharge,32.14755310809182,2.0127203140490435,,0.9295312875708035,False,97,B0005
191,,,charge,24.530530289937545,0.0020899206793847627,,,False,96,B0005
193,,1.7003110272642588,discharge,32.55001655235719,2.012426035848327,,0.9264237195928877,False,95,B0005
195,,,charge,24.3592973637433,0.001746278643775829,,,False,94,B0005
197,,1.6945798601797895,discharge,32.36688153819733,2.0123558798238013,,0.923301062006796,False,93,B0005
199,,,charge,24.21864738074258,0.0019405213017540984,,,False,92,B0005
201,,1.6849029086609286,discharge,32.21548842172557,2.012138533066023,,0.9180285222910197,False,91,B0005
203,,,charge,24.071628239422306,0.0017681834826290708,,,False,90,B0005
205,,1.6744741591159717,discharge,32.03644804901127,2.012369080861074,,0.9123463613279831,False,89,B0005
207,,,charge,24.10095592867067,0.0019756829728698544,,,False,88,B0005
209,,1.6745692479879102,discharge,32.28077803194954,2.0124765918223284,,0.9123981710175166,False,87,B0005
211,,,charge,24.550121614941826,0.0018029181245424082,,,False,86,B0005
213,,1.663716375981405,discharge,32.1349868834476,2.011990319272796,,0.9064849246224091,False,85,B0005
214,,,charge,24.350054920361885,0.0018559989508099622,,,False,84,B0005
215,,1.659013868748246,discharge,32.53245414475221,2.012386072030383,,0.9039227379562642,False,83,B0005
217,,,charge,24.221784770468634,0.0018319660621524537,,,False,82,B0005
219,,1.6538540573335014,discharge,32.3984881690255,2.012342746815762,,0.9011113866172468,False,81,B0005
221,,,charge,24.07386488703921,0.0015926801093846545,,,False,80,B0005
223,,1.642653782130131,discharge,32.270310046751945,2.012180649198057,,0.8950088556990856,False,79,B0005
225,,,charge,24.045195937956734,0.0020511110711615706,,,False,78,B0005
227,,1.6378578430223698,discharge,32.33467962622643,2.0123551544325404,,0.8923957621674264,False,77,B0005
229,,,charge,24.104296707407265,0.001830167621952286,,,False,76,B0005
231,,1.6327350407099108,discharge,32.39898440634133,2.012410582669778,,0.8896045754392645,False,75,B0005
233,,,charge,24.145988551671067,0.0020069310783091335,,,False,74,B0005
235,,1.6277528915533617,discharge,32.411125006954734,2.0122724268560344,,0.8868900243488071,False,73,B0005
237,,,charge,24.106241313571523,0.001777349841689472,,,False,72,B0005
239,,1.622125485521159,discharge,32.369335973755156,2.0123822855159053,,0.8838239015369116,False,71,B0005
241,,,charge,24.086644890416597,0.0017566108885659006,,,False,70,B0005
243,,1.6113256603765849,discharge,32.411132583764406,2.012386208221492,,0.8779395580133109,False,69,B0005
245,,,charge,24.070800514387855,0.001709388503475002,,,False,68,B0005
247,,1.6065631397488385,discharge,32.36008708474124,2.0123891163434506,,0.8753446727224159,False,67,B0005
249,,,charge,24.07206118314366,0.0019654989011665285,,,False,66,B0005
251,,1.6015142233917594,discharge,32.39577563870425,2.0122156333500225,,0.8725937431592733,False,65,B0005
253,,,charge,24.008982043898094,0.0015906654455821484,,,False,64,B0005
255,,1.590369231400328,discharge,32.370121498167116,2.012253951333384,,0.8665213336000955,False,63,B0005
257,,,charge,23.95044689109712,0.0021501734899795006,,,False,62,B0005
259,,1.5857889968242211,discharge,32.358204405739485,2.0126322058257644,,0.8640257678567903,False,61,B0005
261,,,charge,23.731905018221966,0.0021907884076442716,,,False,60,B0005
263,,1.5849430707374117,discharge,32.17825577450138,2.012130016299208,,0.8635648604232229,False,59,B0005
264,,,charge,24.497768890928192,0.0017272337181192408,,,False,58,B0005
265,,1.5955263892495937,discharge,32.76621711124494,2.0123612172552674,,0.8693312391295159,False,57,B0005
267,,,charge,23.973164591582353,0.0017205878383974751,,,False,56,B0005
269,,1.5747301747801037,discharge,32.290925968570605,2.011947111696586,,0.8580003084625104,False,55,B0005
271,,,charge,23.51312197961655,0.0020554619085734493,,,False,54,B0005
273,,1.5649019950937946,discharge,31.980337524024755,2.0125681691409714,,0.8526453712564231,False,53,B0005
275,,,charge,23.567410680883455,0.0026135136040567855,,,False,52,B0005
277,,1.5597659473370362,discharge,32.14130950577265,2.012620949753023,,0.8498469676758273,False,51,B0005
279,,,charge,23.99913044017572,0.002228092541232704,,,False,50,B0005
281,,1.5594815668184234,discharge,32.614980214179,2.0128042772991916,,0.8496920214021113,False,49,B0005
283,,,charge,24.45873437482168,0.001939331674071942,,,False,48,B0005
285,,1.55468935359061,discharge,32.88125246964171,2.0126650852493118,,0.847080957936425,False,47,B0005
287,,,charge,24.30640531919621,0.0021821061256419366,,,False,46,B0005
289,,1.5488741079890418,discharge,32.72555112459752,2.0125299688238996,,0.8439124897125736,False,45,B0005
291,,,charge,24.16458952069021,0.0022068587236335085,,,False,44,B0005
293,,1.538236598942558,discharge,32.420865529815806,2.0123693494793167,,0.8381165849986563,False,43,B0005
295,,,charge,23.777076496905373,0.0017970499931391868,,,False,42,B0005
297,,1.527914258251028,discharge,32.30571696977867,2.0123588772588685,,0.8324924014786925,False,41,B0005
299,,,charge,23.85139143278005,0.0022246817086092234,,,False,40,B0005
301,,1.5285252629756445,discharge,32.57245394724225,2.0128663029344898,,0.8328253107291718,False,39,B0005
303,,,charge,24.320953978996695,0.0018124797100611582,,,False,38,B0005
305,,1.522647325284378,discharge,32.92034874498505,2.0122946017521044,,0.8296226843789564,False,37,B0005
307,,,charge,24.401903507890477,0.0019189792185050627,,,False,36,B0005
309,,1.5174859938489869,discharge,33.00486612805662,2.0123817069483083,,0.8268105048484147,False,35,B0005
312,,1.605818899130659,discharge,32.71512160801698,2.0126150357519457,,0.8749391691700009,False,34,B0005
314,,,charge,24.715848397881103,0.0021683919682273516,,,False,33,B0005
315,,1.5638491446744425,discharge,33.241389453630084,2.012780387537922,,0.8520717199737867,False,32,B0005
317,,,charge,24.87138936622789,0.0020393466712776112,,,False,31,B0005
319,,1.5480915247767786,discharge,33.26975493269189,2.012360409954151,,0.8434860949890375,False,30,B0005
321,,,charge,24.627981138550638,0.002046959991053563,,,False,29,B0005
323,,1.5323755631868592,discharge,33.082675022000515,2.0122042430808023,,0.834923167760048,False,28,B0005
325,,,charge,24.388370580310845,0.0019877063958478845,,,False,27,B0005
327,,1.5269528268489705,discharge,32.893358809868474,2.0123596761985922,,0.8319685603453085,False,26,B0005
329,,,charge,24.251984564039606,0.0021752137763660904,,,False,25,B0005
331,,1.5169573017136326,discharge,32.92965965318308,2.012187727250628,,0.8265224440602997,False,24,B0005
333,,,charge,24.280735051414442,0.0021909622435315828,,,False,23,B0005
335,,1.5118975960142693,discharge,32.83220678406209,2.0126160843047503,,0.8237656358652771,False,22,B0005
337,,,charge,24.329328823033762,0.0021467297432286856,,,False,21,B0005
339,,1.5065638960681105,discharge,32.9835866619715,2.0124523428907883,,0.8208595404132801,False,20,B0005
341,,,charge,24.33801540325141,0.002614468792400783,,,False,19,B0005
343,,1.5015453526671363,discharge,32.975979176900545,2.012251209925946,,0.8181251597206198,False,18,B0005
345,,,charge,24.319225536489782,0.002112148546650908,,,False,17,B0005
347,,1.4908444050400238,discharge,33.03759075394126,2.012476169962641,,0.8122946901506912,False,16,B0005
349,,,charge,24.340159900645535,0.002106195408393076,,,False,15,B0005
351,,1.485868384561201,discharge,33.15975710054387,2.0123324846565245,,0.8095834783036573,False,14,B0005
353,,,charge,24.35878511288668,0.00198379064476983,,,False,13,B0005
355,,1.480413677976106,discharge,33.02247657822128,2.012029613189536,,0.8066114517256833,False,12,B0005
357,,,charge,24.332709998939322,0.0018748504102253018,,,False,11,B0005
359,,1.4752095869031632,discharge,33.03292073707586,2.0126554827388956,,0.8037759743738409,False,10,B0005
361,,,charge,24.268739317873212,0.0018256197997897018,,,False,9,B0005
363,,1.4859035988304024,discharge,33.15717052332666,2.012506464054846,,0.8096026649899359,False,8,B0005
365,,,charge,24.967353063268902,1.9027279122937923,,,False,7,B0005
366,,1.4960918298136696,discharge,33.75170860216487,2.012693696524109,,0.8151537781052678,False,6,B0005
368,,,charge,24.970918628307665,0.0021520499469968144,,,False,5,B0005
370,,1.4808005946928984,discharge,33.60772199821823,2.0126216161900836,,0.8068222654051783,False,4,B0005
372,,,charge,26.71377942443376,1.890672409570173,,,False,3,B0005
374,,1.4697543268466824,discharge,33.53733545273033,2.012480003084864,,0.8008036462339693,False,2,B0005
376,,,charge,24.592882297425106,0.002813502125203104,,,False,1,B0005
378,,1.4539012274845928,discharge,33.23059649100671,2.0122728645058032,,0.7921659987432434,True,0,B0005
380,,,charge,24.444717198946172,0.0022421133446415475,,,True,0,B0005
382,,1.4541462067235693,discharge,33.338217617105265,2.012884947969315,,0.7922994770152516,True,0,B0005
384,,,charge,24.75153160278992,0.002410724883528309,,,True,0,B0005
386,,1.455023751906683,discharge,33.584187418684046,2.012872971463542,,0.7927776122855728,True,0,B0005
388,,,charge,24.959698565727237,0.001867878326368199,,,True,0,B0005
390,,1.449042163761236,discharge,33.815019067827535,2.0122898402242027,,0.7895185114211305,True,0,B0005
392,,,charge,24.72715625628453,0.0019916516801357313,,,True,0,B0005
394,,1.4386709371480566,discharge,33.47000295895299,2.0121633844967937,,0.7838676921406241,True,0,B0005
396,,,charge,24.452350941874077,0.0020595498810613453,,,True,0,B0005
398,,1.433445432156979,discharge,33.480639130300666,2.0125499118614716,,0.7810205472989098,True,0,B0005
400,,,charge,24.6934905468575,0.002496878530379199,,,True,0,B0005
402,,1.4333958900838095,discharge,33.70048723110108,2.012643318185583,,0.7809935540306394,True,0,B0005
404,,,charge,25.000750126667555,0.0020901696260237474,,,True,0,B0005
406,,1.42806487344776,discharge,33.9115746463192,2.0125441065698286,,0.7780889205947633,True,0,B0005
408,,,charge,24.917563032114337,0.001920165299972988,,,True,0,B0005
410,,1.4229203181741186,discharge,33.79179444118934,2.012419772111269,,0.7752858816472794,True,0,B0005
412,,,charge,24.68447749447221,0.0017223013665169512,,,True,0,B0005
414,,1.417429032731308,discharge,33.61559904526705,2.0121184400052043,,0.7722939248795462,True,0,B0005
416,,,charge,24.413987568385245,0.0020849735901409265,,,True,0,B0005
418,,1.412409228794446,discharge,33.45487372231422,2.0123840767757732,,0.7695588573770451,True,0,B0005
420,,,charge,24.644143400377008,0.002092915744395029,,,True,0,B0005
422,,1.412578792940193,discharge,33.79620261464373,2.0126051291448994,,0.769651245324952,True,0,B0005
424,,,charge,25.062017182738,0.0021765326496483817,,,True,0,B0005
426,,1.4075983731469897,discharge,34.10525772612546,2.012815880524456,,0.7669376364875282,True,0,B0005
428,,,charge,25.127421433592403,0.00247970022806209,,,True,0,B0005
430,,1.4333920485221476,discharge,33.800579894178625,2.0127793776684166,,0.7809914609348547,True,0,B0005
431,,,charge,25.21176869597388,0.0018861454233641078,,,True,0,B0005
432,,1.4382550176792908,discharge,34.12781337840136,2.0124586882780844,,0.7836410761538272,True,0,B0005
434,,,charge,24.984692324608634,0.0022197428837294714,,,True,0,B0005
436,,1.4173547174485526,discharge,33.733534456149115,2.0125093213318648,,0.772253433793169,True,0,B0005
438,,,charge,24.57501787675421,0.0017341014268558604,,,True,0,B0005
440,,1.406981663677643,discharge,33.4212652330927,2.0123267894184806,,0.7666016189758266,True,0,B0005
442,,,charge,24.426282755636386,0.0021223957503528268,,,True,0,B0005
444,,1.4012037783587625,discharge,33.465798946168185,2.0122217007724594,,0.7634535067053846,True,0,B0005
446,,,charge,24.403821359541798,0.0022366288176492825,,,True,0,B0005
448,,1.3967008232726328,discharge,33.3233236431318,2.0124408697112752,,0.761000047112898,True,0,B0005
450,,,charge,24.353592504730592,0.001746941287907187,,,True,0,B0005
452,,1.391284788852726,discharge,33.448316149700304,2.0122963455083083,,0.7580490912746558,True,0,B0005
454,,,charge,24.347383002912792,0.0020899914021938987,,,True,0,B0005
456,,1.3862287677978349,discharge,33.42249065358119,2.012173159550078,,0.7552942906782328,True,0,B0005
458,,,charge,24.21786524715479,0.0020349387819732045,,,True,0,B0005
460,,1.3804366761974138,discharge,33.21211421376931,2.012246096460659,,0.7521384380379553,True,0,B0005
462,,,charge,24.11834845105148,0.0026710964331950983,,,True,0,B0005
464,,1.3752364150256224,discharge,33.23638158451543,2.0121820626983897,,0.7493050474286049,True,0,B0005
466,,,charge,24.139812316959016,0.0020307527494340307,,,True,0,B0005
468,,1.3705128024895008,discharge,33.24777558345305,2.01227781102861,,0.7467313614232449,True,0,B0005
470,,,charge,24.169426641037344,0.0020297048486790548,,,True,0,B0005
472,,1.3705085566270399,discharge,33.380911677326516,2.012238490302927,,0.7467290480419688,True,0,B0005
474,,,charge,24.07532538433938,0.002010368032942872,,,True,0,B0005
476,,1.3647355108681518,discharge,33.21402322232451,2.012305836575253,,0.743583572632135,True,0,B0005
478,,,charge,24.01962909341688,0.0017993978922908598,,,True,0,B0005
480,,1.375392016895762,discharge,33.72150727018203,2.0121362235478233,,0.7493898279546375,True,0,B0005
481,,,charge,24.859099737387577,0.001959520557789685,,,True,0,B0005
482,,1.3861115151535393,discharge,33.84573411292597,2.012149430803785,,0.7552304049366723,True,0,B0005
483,,,charge,24.630498881831187,0.0017929163351183865,,,True,0,B0005
484,,1.3698500035838939,discharge,33.82170284977845,2.0122359959358835,,0.7463702318312888,True,0,B0005
486,,,charge,24.428205291082453,0.0017456470931086323,,,True,0,B0005
488,,1.3647827949260758,discharge,33.67447257171562,2.0121232583514543,,0.7436093356085064,True,0,B0005
490,,,charge,24.120122913297415,0.0018150384412401323,,,True,0,B0005
492,,1.3543220466259964,discharge,33.24777158391127,2.012094009062727,,0.7379097399495421,True,0,B0005
494,,,charge,24.40502920580076,0.0017305317303253412,,,True,0,B0005
496,,1.3546417018378962,discharge,33.866025957965434,2.0121118665024866,,0.7380839058319288,True,0,B0005
498,,,charge,24.714467500131555,0.00170889128917162,,,True,0,B0005
500,,1.3547039213192407,discharge,33.98259257131963,2.012074841615229,,0.7381178064550584,True,0,B0005
502,,,charge,24.497822442477933,0.0016258793539077534,,,True,0,B0005
504,,1.349314997503458,discharge,33.56775950439656,2.0120542887077275,,0.7351816219770616,True,0,B0005
506,,,charge,24.192496591481202,0.002070736656291266,,,True,0,B0005
508,,1.3441891937970554,discharge,33.288558385204226,2.0121534383951554,,0.7323887999230702,True,0,B0005
510,,,charge,23.91856053072902,0.0019381799198071761,,,True,0,B0005
512,,1.3389913790695755,discharge,33.43726229804791,2.0122626276889415,,0.7295567422722212,True,0,B0005
514,,,charge,24.172679644355313,0.0022347297695789535,,,True,0,B0005
516,,1.3389145230206971,discharge,33.67042656871334,2.0124090784335644,,0.7295148668355903,True,0,B0005
518,,,charge,24.36047410702001,0.001630967072131549,,,True,0,B0005
520,,1.3340066759761655,discharge,33.6393839340751,2.0120702063890707,,0.7268407996553617,True,0,B0005
522,,,charge,24.100617228508725,0.0018775993018123978,,,True,0,B0005
524,,1.3286444309174914,discharge,33.37632079863833,2.012047720375185,,0.7239191512434131,True,0,B0005
526,,,charge,23.78729663275083,0.0018036440968976857,,,True,0,B0005
528,,1.3231708992276219,discharge,33.24258755842663,2.012098701361905,,0.7209368677046201,True,0,B0005
530,,,charge,23.622763939630737,0.001848233473239948,,,True,0,B0005
532,,1.3181691588445197,discharge,33.363612470279115,2.012198737728403,,0.7182116422277218,True,0,B0005
534,,,charge,23.97683115106333,0.0019481883493673146,,,True,0,B0005
536,,1.3184664436640334,discharge,33.60330994686093,2.0126865583637055,,0.7183736194800341,True,0,B0005
538,,,charge,25.003151997407517,0.003630042468319543,,,True,0,B0005
540,,1.318293040102702,discharge,33.51497229746004,2.0123440502414107,,0.7182791396056444,True,0,B0005
542,,,charge,24.07425386173273,0.0016986581917691301,,,True,0,B0005
544,,1.323872422244268,discharge,33.16161928789303,2.0124547909758235,,0.7213190963392875,True,0,B0005
546,,,charge,24.23556314206157,0.0019355770920124324,,,True,0,B0005
547,,1.3601216766554785,discharge,33.385701936588376,2.012471516054214,,0.7410696999439322,True,0,B0005
549,,,charge,24.2446053409675,0.0020089281864801227,,,True,0,B0005
551,,1.3395306867947354,discharge,33.53220956130583,2.012467045908843,,0.7298505870222325,True,0,B0005
553,,,charge,24.096137620554067,0.0016459289953902811,,,True,0,B0005
555,,1.3290286565120697,discharge,33.231872459566404,2.012262283231776,,0.7241284986503194,True,0,B0005
557,,,charge,23.927235304516664,0.0012076390819518734,,,True,0,B0005
559,,1.3236741274998955,discharge,33.37893583759065,2.0122123937501613,,0.7212110543683119,True,0,B0005
561,,,charge,23.86171012839165,0.0019772542479594324,,,True,0,B0005
563,,1.318633896753293,discharge,33.4495290759221,2.0121996352448845,,0.7184648572073213,True,0,B0005
565,,,charge,23.82383797144992,0.002324149505480849,,,True,0,B0005
567,,1.3134751321324272,discharge,33.41835282143013,2.012379388163716,,0.7156540762196475,True,0,B0005
569,,,charge,23.849784474805496,0.0017467168153826433,,,True,0,B0005
571,,1.3132020634442203,discharge,33.22778203737936,2.0123471300380182,,0.7155052932583089,True,0,B0005
573,,,charge,23.815076395238197,0.0016722305291886682,,,True,0,B0005
575,,1.3077959946944353,discharge,33.262343199699316,2.0122059766297355,,0.7125597672696851,True,0,B0005
577,,,charge,23.750918509777,0.0017895791275071916,,,True,0,B0005
579,,1.3030329186405918,discharge,33.40406170485617,2.0124278028952274,,0.7099645793518572,True,0,B0005
581,,,charge,23.823446770124086,0.0016882845280821524,,,True,0,B0005
583,,1.3033573559038205,discharge,33.42934147341712,2.0124158477325937,,0.7101413507609438,True,0,B0005
585,,,charge,23.881717924037034,0.002041033594603087,,,True,0,B0005
587,,1.3034100438655642,discharge,33.41252863947667,2.0121846903837293,,0.7101700580837299,True,0,B0005
589,,,charge,23.886767140274806,0.0017274116294254563,,,True,0,B0005
591,,1.2978870806495706,discharge,33.50741526537577,2.0121992293017223,,0.707160841508826,True,0,B0005
593,,,charge,23.83043358864193,0.0018265635720722039,,,True,0,B0005
